event_id,timestamp_utc,host,user,process_name,event_type,ioc_type,ioc_value,detection_rule,source_ip,destination_ip
evt-urls-000281,2026-06-11T05:47:24+00:00,ENG-LAB-023,user029,powershell.exe,network_connection,URL,http://m.updates.example/collect?q=3945,IOC-URL-719,10.2.125.58,198.51.100.42
evt-urls-000282,2026-06-11T06:06:21+00:00,ENG-LAB-040,user085,outlook.exe,network_connection,URL,https://assets.updates.example/news,IOC-URL-256,10.1.130.12,198.51.100.37
evt-urls-000283,2026-06-11T06:52:11+00:00,ENG-LAB-058,user092,rundll32.exe,network_connection,URL,http://cdn.telemetry.test/cdn/js/app.js?id=680f7882,IOC-URL-929,10.3.228.230,198.51.100.242
evt-urls-000284,2026-06-11T07:03:57+00:00,ENG-LAB-022,user049,rundll32.exe,network_connection,URL,http://www.example.com/portal/auth?q=1732,IOC-URL-235,10.0.201.152,203.0.113.71
evt-urls-000285,2026-06-11T07:57:04+00:00,ENG-LAB-044,user030,outlook.exe,network_connection,URL,http://assets.telemetry.test/images/logo.png?id=6e7dcb4e,IOC-URL-777,10.0.185.225,203.0.113.218
evt-urls-000286,2026-06-11T07:58:40+00:00,ENG-LAB-018,user077,chrome.exe,network_connection,URL,https://m.example.net/download/package.bin?q=2328,IOC-URL-144,10.1.75.168,198.51.100.65
evt-urls-000287,2026-06-11T08:28:47+00:00,ENG-LAB-039,user048,reg.exe,network_connection,URL,http://assets.example.com/cdn/js/app.js?id=a122ac2d,IOC-URL-582,10.3.84.216,198.51.100.22
evt-urls-000288,2026-06-11T09:19:17+00:00,ENG-LAB-054,user050,rundll32.exe,network_connection,URL,http://api.example.net/api/v1/checkin?id=1dd20ca2,IOC-URL-764,10.2.174.29,203.0.113.58
evt-urls-000289,2026-06-11T10:40:36+00:00,ENG-LAB-016,user090,winword.exe,network_connection,URL,https://cdn.example.org/cdn/js/app.js?q=5379,IOC-URL-800,10.0.194.72,198.51.100.81
evt-urls-000290,2026-06-11T11:43:42+00:00,ENG-LAB-056,user055,teams.exe,network_connection,URL,https://assets.example.com/cdn/js/app.js?id=8f521811,IOC-URL-531,10.3.208.49,203.0.113.11
evt-urls-000291,2026-06-11T12:20:14+00:00,ENG-LAB-052,user052,powershell.exe,network_connection,URL,https://assets.example.org/news?id=862ec2d5,IOC-URL-755,10.0.54.200,203.0.113.222
evt-urls-000292,2026-06-11T13:08:43+00:00,ENG-LAB-015,user083,powershell.exe,network_connection,URL,http://api.example.org/collect,IOC-URL-639,10.1.158.58,198.51.100.78
evt-urls-000293,2026-06-11T13:34:45+00:00,ENG-LAB-041,user001,msedge.exe,network_connection,URL,https://files.sample.invalid/download/package.bin?id=c4691a92,IOC-URL-807,10.3.135.238,198.51.100.18
evt-urls-000294,2026-06-11T14:19:36+00:00,ENG-LAB-009,user012,rundll32.exe,network_connection,URL,http://api.example.net/cdn/js/app.js,IOC-URL-566,10.0.25.167,198.51.100.97
evt-urls-000295,2026-06-11T16:16:22+00:00,ENG-LAB-029,user030,python.exe,network_connection,URL,http://www.sample.invalid/portal/auth,IOC-URL-701,10.1.243.116,203.0.113.174
evt-urls-000296,2026-06-11T16:24:48+00:00,ENG-LAB-054,user041,winword.exe,network_connection,URL,http://auth.example.net/portal/auth?q=9147,IOC-URL-420,10.1.224.214,203.0.113.24
evt-urls-000297,2026-06-11T17:13:37+00:00,ENG-LAB-032,user007,reg.exe,network_connection,URL,http://cdn.example.com/news?id=2e7c4fe4,IOC-URL-321,10.2.238.114,203.0.113.233
evt-urls-000298,2026-06-11T17:59:06+00:00,ENG-LAB-044,user099,powershell.exe,network_connection,URL,https://www.updates.example/news,IOC-URL-663,10.3.128.249,203.0.113.209
evt-urls-000299,2026-06-11T19:20:08+00:00,ENG-LAB-013,user072,reg.exe,network_connection,URL,http://assets.example.net/collect?q=7251,IOC-URL-960,10.2.4.171,203.0.113.79
evt-urls-000300,2026-06-11T19:46:43+00:00,ENG-LAB-024,user023,chrome.exe,network_connection,URL,http://cdn.telemetry.test/collect?id=5e29adbb,IOC-URL-788,10.1.166.216,203.0.113.203
evt-urls-000301,2026-06-11T20:05:19+00:00,ENG-LAB-031,user096,python.exe,network_connection,URL,https://cdn.telemetry.test/portal/auth,IOC-URL-488,10.3.228.230,198.51.100.108
evt-urls-000302,2026-06-11T20:11:17+00:00,ENG-LAB-037,user077,reg.exe,network_connection,URL,https://auth.updates.example/api/v1/checkin?id=4a94d8ae,IOC-URL-874,10.1.135.30,198.51.100.162
evt-urls-000303,2026-06-11T23:26:24+00:00,ENG-LAB-005,user044,winword.exe,network_connection,URL,http://api.sample.invalid/collect?id=ed126978,IOC-URL-541,10.2.104.176,198.51.100.37
evt-urls-000304,2026-06-12T01:04:12+00:00,ENG-LAB-007,user005,teams.exe,network_connection,URL,https://www.telemetry.test/api/v1/checkin?id=f2e8d4d5,IOC-URL-773,10.3.79.237,198.51.100.16
evt-urls-000305,2026-06-12T01:48:42+00:00,ENG-LAB-028,user018,msedge.exe,network_connection,URL,http://m.updates.example/download/package.bin,IOC-URL-757,10.2.4.171,198.51.100.187
evt-urls-000306,2026-06-12T02:41:11+00:00,ENG-LAB-059,user070,chrome.exe,network_connection,URL,http://m.sample.invalid/images/logo.png?utm=test,IOC-URL-134,10.0.119.222,198.51.100.230
evt-urls-000307,2026-06-12T02:56:38+00:00,ENG-LAB-029,user023,rundll32.exe,network_connection,URL,https://auth.example.net/images/logo.png,IOC-URL-664,10.0.31.192,203.0.113.177
evt-urls-000308,2026-06-12T03:06:57+00:00,ENG-LAB-043,user034,msedge.exe,network_connection,URL,https://cdn.updates.example/cdn/js/app.js,IOC-URL-496,10.1.78.96,203.0.113.190
evt-urls-000309,2026-06-12T04:22:59+00:00,ENG-LAB-057,user011,rundll32.exe,network_connection,URL,http://www.example.net/news,IOC-URL-469,10.2.223.156,198.51.100.127
evt-urls-000310,2026-06-12T04:39:48+00:00,ENG-LAB-031,user039,chrome.exe,network_connection,URL,http://www.example.com/download/package.bin?q=5698,IOC-URL-917,10.0.127.50,198.51.100.52
evt-urls-000311,2026-06-12T06:51:48+00:00,ENG-LAB-027,user099,reg.exe,network_connection,URL,https://files.example.org/login?id=ce50bdbd,IOC-URL-776,10.2.250.65,198.51.100.118
evt-urls-000312,2026-06-12T07:30:38+00:00,ENG-LAB-052,user079,winword.exe,network_connection,URL,http://m.example.com/images/logo.png,IOC-URL-923,10.2.122.15,203.0.113.219
evt-urls-000313,2026-06-12T08:50:40+00:00,ENG-LAB-039,user010,python.exe,network_connection,URL,https://assets.sample.invalid/cdn/js/app.js?id=d832b0b0,IOC-URL-469,10.1.85.105,203.0.113.68
evt-urls-000314,2026-06-12T09:01:05+00:00,ENG-LAB-044,user080,svchost.exe,network_connection,URL,https://api.updates.example/images/logo.png?utm=demo,IOC-URL-161,10.3.80.15,198.51.100.77
evt-urls-000315,2026-06-12T10:16:52+00:00,ENG-LAB-045,user087,reg.exe,network_connection,URL,https://www.telemetry.test/collect?utm=lab,IOC-URL-209,10.1.125.42,198.51.100.15
evt-urls-000316,2026-06-12T10:25:22+00:00,ENG-LAB-026,user088,powershell.exe,network_connection,URL,http://files.example.org/download/package.bin?q=9613,IOC-URL-223,10.1.140.113,198.51.100.12
evt-urls-000317,2026-06-12T10:39:33+00:00,ENG-LAB-027,user021,winword.exe,network_connection,URL,http://m.example.org/portal/auth?q=8218,IOC-URL-241,10.0.169.19,203.0.113.27
evt-urls-000318,2026-06-12T11:21:08+00:00,ENG-LAB-032,user001,python.exe,network_connection,URL,http://www.sample.invalid/login?q=3018,IOC-URL-666,10.2.107.184,198.51.100.176
evt-urls-000319,2026-06-12T12:11:29+00:00,ENG-LAB-024,user008,teams.exe,network_connection,URL,https://m.example.com/collect,IOC-URL-594,10.0.54.200,203.0.113.250
evt-urls-000320,2026-06-12T14:22:34+00:00,ENG-LAB-032,user091,teams.exe,network_connection,URL,https://auth.telemetry.test/portal/auth?utm=lab,IOC-URL-586,10.0.47.56,203.0.113.189
evt-urls-000321,2026-06-12T15:30:25+00:00,ENG-LAB-013,user063,svchost.exe,network_connection,URL,https://m.example.net/news?q=2369,IOC-URL-719,10.1.55.98,198.51.100.230
evt-urls-000322,2026-06-12T16:12:51+00:00,ENG-LAB-048,user087,powershell.exe,network_connection,URL,http://api.sample.invalid/cdn/js/app.js,IOC-URL-246,10.1.220.202,198.51.100.94
evt-urls-000323,2026-06-12T16:17:37+00:00,ENG-LAB-007,user058,python.exe,network_connection,URL,https://cdn.updates.example/collect,IOC-URL-729,10.2.52.24,198.51.100.119
evt-urls-000324,2026-06-12T17:28:45+00:00,ENG-LAB-050,user063,rundll32.exe,network_connection,URL,https://www.updates.example/collect?utm=test,IOC-URL-513,10.1.215.100,198.51.100.146
evt-urls-000325,2026-06-12T17:53:50+00:00,ENG-LAB-044,user047,chrome.exe,network_connection,URL,http://m.example.org/download/package.bin?q=7773,IOC-URL-249,10.3.69.222,203.0.113.6
evt-urls-000326,2026-06-12T18:00:25+00:00,ENG-LAB-023,user045,rundll32.exe,network_connection,URL,http://assets.sample.invalid/portal/auth?utm=demo,IOC-URL-718,10.2.125.58,198.51.100.3
evt-urls-000327,2026-06-12T18:58:18+00:00,ENG-LAB-013,user005,teams.exe,network_connection,URL,http://assets.telemetry.test/login?q=9099,IOC-URL-628,10.1.140.113,203.0.113.119
evt-urls-000328,2026-06-12T19:35:17+00:00,ENG-LAB-052,user011,reg.exe,network_connection,URL,http://files.sample.invalid/images/logo.png?id=813818a4,IOC-URL-540,10.0.155.74,198.51.100.168
evt-urls-000329,2026-06-12T19:57:49+00:00,ENG-LAB-032,user060,winword.exe,network_connection,URL,https://cdn.sample.invalid/portal/auth,IOC-URL-777,10.1.211.7,203.0.113.252
evt-urls-000330,2026-06-12T21:28:55+00:00,ENG-LAB-059,user065,reg.exe,network_connection,URL,http://api.telemetry.test/api/v1/checkin?q=7196,IOC-URL-720,10.1.125.42,203.0.113.91
evt-urls-000331,2026-06-13T00:14:39+00:00,ENG-LAB-059,user019,reg.exe,network_connection,URL,http://files.sample.invalid/cdn/js/app.js?utm=demo,IOC-URL-759,10.1.40.22,198.51.100.201
evt-urls-000332,2026-06-13T00:18:20+00:00,ENG-LAB-025,user033,msedge.exe,network_connection,URL,http://files.telemetry.test/login?utm=test,IOC-URL-201,10.0.59.225,203.0.113.87
evt-urls-000333,2026-06-13T02:01:30+00:00,ENG-LAB-028,user027,svchost.exe,network_connection,URL,http://m.example.org/api/v1/checkin?utm=demo,IOC-URL-767,10.3.127.224,198.51.100.5
evt-urls-000334,2026-06-13T02:05:26+00:00,ENG-LAB-037,user088,powershell.exe,network_connection,URL,http://www.example.com/portal/auth?utm=lab,IOC-URL-279,10.0.194.72,198.51.100.59
evt-urls-000335,2026-06-13T04:27:43+00:00,ENG-LAB-056,user061,teams.exe,network_connection,URL,http://m.telemetry.test/news?q=1999,IOC-URL-587,10.3.93.72,203.0.113.41
evt-urls-000336,2026-06-13T05:15:57+00:00,ENG-LAB-022,user060,reg.exe,network_connection,URL,http://m.example.net/images/logo.png?id=847e86ea,IOC-URL-955,10.2.116.58,203.0.113.154
evt-urls-000337,2026-06-13T05:49:13+00:00,ENG-LAB-014,user070,python.exe,network_connection,URL,http://www.example.net/api/v1/checkin?q=8373,IOC-URL-661,10.2.107.175,198.51.100.65
evt-urls-000338,2026-06-13T07:09:10+00:00,ENG-LAB-051,user032,python.exe,network_connection,URL,https://auth.telemetry.test/collect?id=a1c5358b,IOC-URL-668,10.0.170.198,203.0.113.22
evt-urls-000339,2026-06-13T07:41:59+00:00,ENG-LAB-009,user061,svchost.exe,network_connection,URL,https://assets.example.org/images/logo.png,IOC-URL-554,10.0.180.77,198.51.100.77
evt-urls-000340,2026-06-13T08:34:36+00:00,ENG-LAB-043,user005,powershell.exe,network_connection,URL,https://cdn.example.org/images/logo.png,IOC-URL-116,10.3.35.251,198.51.100.47
evt-urls-000341,2026-06-13T08:49:51+00:00,ENG-LAB-001,user078,rundll32.exe,network_connection,URL,https://cdn.example.org/login,IOC-URL-322,10.3.167.104,198.51.100.84
evt-urls-000342,2026-06-13T10:02:18+00:00,ENG-LAB-041,user019,outlook.exe,network_connection,URL,http://m.updates.example/login?id=c673d7b5,IOC-URL-111,10.3.176.187,198.51.100.194
evt-urls-000343,2026-06-13T12:17:17+00:00,ENG-LAB-053,user080,teams.exe,network_connection,URL,https://api.telemetry.test/news,IOC-URL-231,10.1.125.42,203.0.113.202
evt-urls-000344,2026-06-13T13:16:08+00:00,ENG-LAB-040,user012,msedge.exe,network_connection,URL,https://m.example.org/news?utm=test,IOC-URL-507,10.1.109.17,198.51.100.115
evt-urls-000345,2026-06-13T15:47:23+00:00,ENG-LAB-008,user098,outlook.exe,network_connection,URL,https://api.telemetry.test/news?id=77420f14,IOC-URL-331,10.0.79.70,198.51.100.179
evt-urls-000346,2026-06-13T16:52:11+00:00,ENG-LAB-019,user013,rundll32.exe,network_connection,URL,https://assets.telemetry.test/images/logo.png?utm=demo,IOC-URL-858,10.3.109.139,198.51.100.118
evt-urls-000347,2026-06-13T17:28:05+00:00,ENG-LAB-013,user080,python.exe,network_connection,URL,http://assets.example.net/api/v1/checkin?utm=lab,IOC-URL-875,10.2.135.207,198.51.100.237
evt-urls-000348,2026-06-13T18:14:45+00:00,ENG-LAB-050,user027,powershell.exe,network_connection,URL,http://files.telemetry.test/login?id=8d083eca,IOC-URL-344,10.0.59.225,203.0.113.59
evt-urls-000349,2026-06-13T18:28:39+00:00,ENG-LAB-048,user068,winword.exe,network_connection,URL,https://m.example.org/images/logo.png?q=4245,IOC-URL-173,10.3.208.49,198.51.100.144
evt-urls-000350,2026-06-13T18:56:44+00:00,ENG-LAB-018,user018,msedge.exe,network_connection,URL,http://files.updates.example/cdn/js/app.js?id=9e74825b,IOC-URL-858,10.3.167.104,203.0.113.123
evt-urls-000351,2026-06-13T19:48:40+00:00,ENG-LAB-002,user093,outlook.exe,network_connection,URL,https://api.example.org/login?id=f85cf259,IOC-URL-321,10.3.141.12,198.51.100.57
evt-urls-000352,2026-06-13T21:29:11+00:00,ENG-LAB-035,user045,svchost.exe,network_connection,URL,https://auth.example.com/images/logo.png?utm=demo,IOC-URL-381,10.1.154.104,198.51.100.215
evt-urls-000353,2026-06-13T22:00:36+00:00,ENG-LAB-010,user073,winword.exe,network_connection,URL,https://cdn.example.org/portal/auth,IOC-URL-655,10.0.25.167,203.0.113.90
evt-urls-000354,2026-06-13T22:27:52+00:00,ENG-LAB-017,user046,outlook.exe,network_connection,URL,https://www.telemetry.test/api/v1/checkin?q=7961,IOC-URL-183,10.0.42.165,198.51.100.4
evt-urls-000355,2026-06-13T22:43:43+00:00,ENG-LAB-029,user024,teams.exe,network_connection,URL,https://assets.updates.example/login?q=2699,IOC-URL-897,10.3.80.15,198.51.100.60
evt-urls-000356,2026-06-13T23:30:14+00:00,ENG-LAB-002,user003,python.exe,network_connection,URL,http://m.example.net/news?utm=lab,IOC-URL-741,10.2.224.231,198.51.100.211
evt-urls-000357,2026-06-14T01:58:16+00:00,ENG-LAB-045,user057,reg.exe,network_connection,URL,https://api.example.com/cdn/js/app.js?utm=test,IOC-URL-595,10.3.69.222,203.0.113.125
evt-urls-000358,2026-06-14T02:52:22+00:00,ENG-LAB-044,user059,reg.exe,network_connection,URL,https://api.updates.example/news?q=3931,IOC-URL-270,10.0.152.216,198.51.100.28
evt-urls-000359,2026-06-14T02:55:40+00:00,ENG-LAB-005,user064,rundll32.exe,network_connection,URL,http://assets.example.com/login?utm=test,IOC-URL-468,10.0.235.138,198.51.100.2
evt-urls-000360,2026-06-14T05:06:09+00:00,ENG-LAB-011,user085,teams.exe,network_connection,URL,https://auth.example.org/cdn/js/app.js,IOC-URL-445,10.1.130.12,203.0.113.22
evt-urls-000361,2026-06-14T05:10:06+00:00,ENG-LAB-033,user018,reg.exe,network_connection,URL,http://www.example.com/news?utm=demo,IOC-URL-706,10.3.0.134,203.0.113.32
evt-urls-000362,2026-06-14T05:10:57+00:00,ENG-LAB-049,user082,chrome.exe,network_connection,URL,https://assets.telemetry.test/collect,IOC-URL-776,10.1.216.153,203.0.113.232
evt-urls-000363,2026-06-14T05:36:23+00:00,ENG-LAB-031,user071,python.exe,network_connection,URL,http://files.example.com/api/v1/checkin?q=4630,IOC-URL-535,10.1.249.57,198.51.100.28
evt-urls-000364,2026-06-14T07:02:25+00:00,ENG-LAB-030,user099,winword.exe,network_connection,URL,http://api.updates.example/cdn/js/app.js?utm=test,IOC-URL-888,10.2.250.5,198.51.100.13
evt-urls-000365,2026-06-14T08:14:13+00:00,ENG-LAB-053,user030,svchost.exe,network_connection,URL,https://www.example.net/news,IOC-URL-907,10.3.194.174,203.0.113.2
evt-urls-000366,2026-06-14T08:40:38+00:00,ENG-LAB-006,user019,winword.exe,network_connection,URL,http://assets.sample.invalid/images/logo.png?q=3683,IOC-URL-586,10.0.98.103,198.51.100.252
evt-urls-000367,2026-06-14T11:41:37+00:00,ENG-LAB-021,user054,winword.exe,network_connection,URL,https://cdn.example.com/images/logo.png,IOC-URL-335,10.2.194.84,203.0.113.57
evt-urls-000368,2026-06-14T11:49:15+00:00,ENG-LAB-032,user050,msedge.exe,network_connection,URL,http://www.updates.example/images/logo.png?id=fc3ae101,IOC-URL-758,10.0.226.207,198.51.100.2
evt-urls-000369,2026-06-14T12:12:17+00:00,ENG-LAB-049,user083,reg.exe,network_connection,URL,http://www.example.org/collect?utm=demo,IOC-URL-587,10.3.25.143,198.51.100.55
evt-urls-000370,2026-06-14T12:18:40+00:00,ENG-LAB-059,user011,msedge.exe,network_connection,URL,http://api.telemetry.test/collect?utm=demo,IOC-URL-773,10.3.25.143,203.0.113.182
evt-urls-000371,2026-06-14T12:58:47+00:00,ENG-LAB-053,user073,outlook.exe,network_connection,URL,https://api.example.org/download/package.bin,IOC-URL-227,10.1.18.214,198.51.100.99
evt-urls-000372,2026-06-14T13:33:50+00:00,ENG-LAB-040,user029,python.exe,network_connection,URL,https://cdn.example.org/cdn/js/app.js,IOC-URL-561,10.0.47.163,203.0.113.153
evt-urls-000373,2026-06-14T14:01:24+00:00,ENG-LAB-040,user051,teams.exe,network_connection,URL,http://auth.example.org/images/logo.png?q=5298,IOC-URL-456,10.2.29.13,198.51.100.179
evt-urls-000374,2026-06-14T14:02:37+00:00,ENG-LAB-016,user064,python.exe,network_connection,URL,http://cdn.sample.invalid/portal/auth,IOC-URL-494,10.2.33.55,203.0.113.138
evt-urls-000375,2026-06-14T14:36:50+00:00,ENG-LAB-021,user050,chrome.exe,network_connection,URL,http://files.telemetry.test/collect,IOC-URL-523,10.2.234.81,198.51.100.145
evt-urls-000376,2026-06-14T15:24:21+00:00,ENG-LAB-002,user089,powershell.exe,network_connection,URL,http://assets.example.net/images/logo.png?utm=test,IOC-URL-723,10.1.21.79,203.0.113.3
evt-urls-000377,2026-06-14T17:06:45+00:00,ENG-LAB-028,user022,rundll32.exe,network_connection,URL,https://api.example.net/portal/auth?utm=lab,IOC-URL-557,10.1.110.246,198.51.100.119
evt-urls-000378,2026-06-14T17:34:34+00:00,ENG-LAB-053,user001,reg.exe,network_connection,URL,http://api.telemetry.test/login,IOC-URL-530,10.0.126.149,198.51.100.194
evt-urls-000379,2026-06-14T18:27:09+00:00,ENG-LAB-044,user058,svchost.exe,network_connection,URL,http://www.example.org/api/v1/checkin?utm=lab,IOC-URL-554,10.0.201.152,203.0.113.40
evt-urls-000380,2026-06-14T18:30:49+00:00,ENG-LAB-040,user077,reg.exe,network_connection,URL,https://api.updates.example/portal/auth?q=2600,IOC-URL-130,10.1.75.7,203.0.113.140
evt-urls-000381,2026-06-14T18:36:21+00:00,ENG-LAB-029,user070,powershell.exe,network_connection,URL,https://assets.sample.invalid/news?id=84c19dfb,IOC-URL-768,10.3.185.57,198.51.100.44
evt-urls-000382,2026-06-14T18:43:12+00:00,ENG-LAB-037,user074,python.exe,network_connection,URL,http://auth.telemetry.test/cdn/js/app.js?q=1324,IOC-URL-899,10.0.50.16,203.0.113.182
evt-urls-000383,2026-06-14T19:09:12+00:00,ENG-LAB-030,user052,teams.exe,network_connection,URL,https://www.telemetry.test/cdn/js/app.js?utm=demo,IOC-URL-367,10.3.1.245,203.0.113.209
evt-urls-000384,2026-06-14T19:19:09+00:00,ENG-LAB-021,user092,svchost.exe,network_connection,URL,http://files.example.com/login?q=8202,IOC-URL-508,10.1.126.191,198.51.100.136
evt-urls-000385,2026-06-14T19:32:28+00:00,ENG-LAB-027,user035,winword.exe,network_connection,URL,https://cdn.example.org/login?utm=demo,IOC-URL-216,10.2.111.248,203.0.113.221
evt-urls-000386,2026-06-14T21:53:14+00:00,ENG-LAB-041,user073,msedge.exe,network_connection,URL,http://cdn.example.org/login,IOC-URL-244,10.3.1.253,198.51.100.128
evt-urls-000387,2026-06-14T22:39:55+00:00,ENG-LAB-017,user024,python.exe,network_connection,URL,http://auth.updates.example/login?q=4452,IOC-URL-342,10.3.208.49,203.0.113.242
evt-urls-000388,2026-06-14T22:51:58+00:00,ENG-LAB-004,user089,python.exe,network_connection,URL,https://cdn.example.net/images/logo.png?utm=test,IOC-URL-574,10.3.99.184,203.0.113.232
evt-urls-000389,2026-06-14T23:10:50+00:00,ENG-LAB-023,user029,teams.exe,network_connection,URL,https://assets.sample.invalid/images/logo.png?id=825888fe,IOC-URL-487,10.0.226.207,198.51.100.122
evt-urls-000390,2026-06-14T23:20:44+00:00,ENG-LAB-044,user091,chrome.exe,network_connection,URL,https://files.updates.example/download/package.bin?q=4513,IOC-URL-498,10.1.75.7,203.0.113.3
evt-urls-000391,2026-06-14T23:23:12+00:00,ENG-LAB-052,user017,svchost.exe,network_connection,URL,http://www.example.com/login,IOC-URL-921,10.3.246.55,203.0.113.31
evt-urls-000392,2026-06-15T00:13:26+00:00,ENG-LAB-018,user005,svchost.exe,network_connection,URL,http://auth.updates.example/collect?q=3531,IOC-URL-554,10.0.47.163,198.51.100.233
evt-urls-000393,2026-06-15T00:47:12+00:00,ENG-LAB-030,user014,powershell.exe,network_connection,URL,http://auth.sample.invalid/api/v1/checkin?id=8a00f62d,IOC-URL-106,10.0.37.138,203.0.113.171
evt-urls-000394,2026-06-15T00:51:51+00:00,ENG-LAB-057,user098,rundll32.exe,network_connection,URL,https://cdn.updates.example/login?utm=lab,IOC-URL-206,10.3.214.138,203.0.113.27
evt-urls-000395,2026-06-15T03:36:13+00:00,ENG-LAB-019,user089,msedge.exe,network_connection,URL,http://cdn.example.net/collect?q=6902,IOC-URL-232,10.3.1.245,203.0.113.103
evt-urls-000396,2026-06-15T06:30:34+00:00,ENG-LAB-019,user083,outlook.exe,network_connection,URL,https://www.example.com/cdn/js/app.js?q=4453,IOC-URL-350,10.1.243.116,203.0.113.208
evt-urls-000397,2026-06-15T07:19:35+00:00,ENG-LAB-053,user027,chrome.exe,network_connection,URL,http://files.sample.invalid/images/logo.png?id=0251881b,IOC-URL-251,10.0.235.138,198.51.100.81
evt-urls-000398,2026-06-15T08:59:09+00:00,ENG-LAB-056,user022,svchost.exe,network_connection,URL,http://assets.telemetry.test/images/logo.png,IOC-URL-746,10.2.238.114,198.51.100.39
evt-urls-000399,2026-06-15T10:00:53+00:00,ENG-LAB-018,user095,outlook.exe,network_connection,URL,http://files.sample.invalid/images/logo.png?utm=lab,IOC-URL-657,10.3.0.134,203.0.113.90
evt-urls-000400,2026-06-15T10:03:50+00:00,ENG-LAB-015,user087,winword.exe,network_connection,URL,http://m.sample.invalid/images/logo.png?q=1448,IOC-URL-522,10.2.29.13,198.51.100.11
evt-urls-000401,2026-06-15T10:31:03+00:00,ENG-LAB-001,user058,outlook.exe,network_connection,URL,http://cdn.example.net/download/package.bin?utm=lab,IOC-URL-879,10.3.93.13,203.0.113.87
evt-urls-000402,2026-06-15T12:25:39+00:00,ENG-LAB-058,user022,teams.exe,network_connection,URL,http://files.sample.invalid/download/package.bin?utm=test,IOC-URL-975,10.2.224.231,203.0.113.45
evt-urls-000403,2026-06-15T13:49:34+00:00,ENG-LAB-035,user079,powershell.exe,network_connection,URL,https://m.sample.invalid/cdn/js/app.js?q=9209,IOC-URL-185,10.0.25.167,203.0.113.41
evt-urls-000404,2026-06-15T16:03:48+00:00,ENG-LAB-023,user057,winword.exe,network_connection,URL,https://assets.telemetry.test/api/v1/checkin?id=3ad0b23a,IOC-URL-805,10.2.133.53,203.0.113.184
evt-urls-000405,2026-06-15T16:49:50+00:00,ENG-LAB-021,user063,teams.exe,network_connection,URL,https://auth.example.org/api/v1/checkin?utm=lab,IOC-URL-962,10.2.19.28,203.0.113.228
evt-urls-000406,2026-06-15T16:59:02+00:00,ENG-LAB-020,user057,chrome.exe,network_connection,URL,http://cdn.updates.example/news?id=32a4ad28,IOC-URL-473,10.0.194.123,203.0.113.68
evt-urls-000407,2026-06-15T17:18:57+00:00,ENG-LAB-003,user026,powershell.exe,network_connection,URL,https://cdn.example.com/news?q=8604,IOC-URL-239,10.3.142.208,203.0.113.133
evt-urls-000408,2026-06-15T17:23:23+00:00,ENG-LAB-022,user018,msedge.exe,network_connection,URL,https://auth.example.org/cdn/js/app.js?q=8233,IOC-URL-549,10.2.4.171,198.51.100.140
evt-urls-000409,2026-06-15T18:03:16+00:00,ENG-LAB-046,user024,chrome.exe,network_connection,URL,https://m.telemetry.test/images/logo.png,IOC-URL-909,10.1.229.36,198.51.100.37
evt-urls-000410,2026-06-15T18:23:10+00:00,ENG-LAB-004,user051,outlook.exe,network_connection,URL,http://cdn.example.net/api/v1/checkin?utm=demo,IOC-URL-539,10.1.75.168,203.0.113.47
evt-urls-000411,2026-06-15T18:29:41+00:00,ENG-LAB-005,user069,chrome.exe,network_connection,URL,https://assets.example.org/collect?q=9011,IOC-URL-788,10.3.202.227,203.0.113.181
evt-urls-000412,2026-06-15T18:39:24+00:00,ENG-LAB-015,user049,python.exe,network_connection,URL,https://www.sample.invalid/cdn/js/app.js,IOC-URL-423,10.1.52.91,198.51.100.190
evt-urls-000413,2026-06-15T18:53:05+00:00,ENG-LAB-055,user043,python.exe,network_connection,URL,https://files.updates.example/download/package.bin?utm=lab,IOC-URL-424,10.2.47.210,198.51.100.114
evt-urls-000414,2026-06-15T19:14:17+00:00,ENG-LAB-040,user069,rundll32.exe,network_connection,URL,http://auth.updates.example/images/logo.png?q=3506,IOC-URL-546,10.0.194.123,198.51.100.50
evt-urls-000415,2026-06-15T19:47:19+00:00,ENG-LAB-013,user020,python.exe,network_connection,URL,https://files.example.com/portal/auth?utm=test,IOC-URL-158,10.1.154.104,203.0.113.207
evt-urls-000416,2026-06-15T21:05:42+00:00,ENG-LAB-034,user059,python.exe,network_connection,URL,http://www.example.com/portal/auth,IOC-URL-858,10.2.63.185,203.0.113.120
evt-urls-000417,2026-06-15T21:12:09+00:00,ENG-LAB-008,user039,rundll32.exe,network_connection,URL,http://www.example.com/news?q=7365,IOC-URL-853,10.0.25.167,198.51.100.209
evt-urls-000418,2026-06-15T22:02:50+00:00,ENG-LAB-050,user075,teams.exe,network_connection,URL,http://assets.example.com/collect,IOC-URL-838,10.2.135.207,198.51.100.45
evt-urls-000419,2026-06-15T22:17:44+00:00,ENG-LAB-043,user051,powershell.exe,network_connection,URL,http://auth.example.net/download/package.bin?id=74467c7c,IOC-URL-825,10.3.186.42,203.0.113.159
evt-urls-000420,2026-06-15T23:43:09+00:00,ENG-LAB-046,user055,reg.exe,network_connection,URL,https://files.example.net/api/v1/checkin?id=143f260a,IOC-URL-559,10.1.154.104,203.0.113.246
evt-urls-000421,2026-06-16T00:32:59+00:00,ENG-LAB-042,user020,teams.exe,network_connection,URL,https://www.example.net/portal/auth?q=3692,IOC-URL-746,10.1.196.178,198.51.100.156
