@timestamp,event.category,event.action,source.ip,source.port,destination.ip,destination.port,user.name,container.image.name,message,,,,,,
"Mar 5, 2025 @ 09:27:22.969",process,process_started,172.16.5.44,65485,10.10.12.146,3389,guest,local/nginx:latest,process started | source.ip=172.16.5.44 | destination.ip=10.10.12.146 | destination.port=3389 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 09:43:50.795",network,connection_accepted,198.51.100.241,54073,10.10.12.10,3389,,docker.elastic.co/kibana/kibana:8.12.0,connection accepted | source.ip=198.51.100.241 | destination.ip=10.10.12.10 | destination.port=3389 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 09:50:51.285",network,port_scan_detected,203.0.113.31,39241,10.10.20.185,5044,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,port scan detected | source.ip=203.0.113.31 | destination.ip=10.10.20.185 | destination.port=5044 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 09:55:15.221",network,connection_attempt,192.0.2.162,7380,192.168.1.53,22,,local/auth-service:latest,connection attempt | source.ip=192.0.2.162 | destination.ip=192.168.1.53 | destination.port=22 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 09:58:44.509",network,port_scan_detected,203.0.113.89,1192,172.16.5.212,5601,,docker.elastic.co/kibana/kibana:8.12.0,port scan detected | source.ip=203.0.113.89 | destination.ip=172.16.5.212 | destination.port=5601 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 10:01:52.848",authentication,user_login,192.168.1.167,65074,172.16.5.146,53,admin,docker.elastic.co/kibana/kibana:8.12.0,user login | source.ip=192.168.1.167 | destination.ip=172.16.5.146 | destination.port=53 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 10:07:18.137",authentication,ssh_login,10.10.12.25,27526,172.16.5.58,443,j.smith,local/nginx:latest,ssh login | source.ip=10.10.12.25 | destination.ip=172.16.5.58 | destination.port=443 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 10:21:25.469",network,dns_query,198.51.100.14,26199,172.16.5.244,3306,,docker.elastic.co/kibana/kibana:8.12.0,dns query | source.ip=198.51.100.14 | destination.ip=172.16.5.244 | destination.port=3306 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 10:21:57.246",authentication,sudo_attempt,192.168.1.101,52673,192.168.1.246,3389,m.rahman,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sudo attempt | source.ip=192.168.1.101 | destination.ip=192.168.1.246 | destination.port=3389 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 10:25:59.139",process,shell_command,203.0.113.19,42402,192.168.1.115,5601,j.smith,local/logstash:latest,shell command | source.ip=203.0.113.19 | destination.ip=192.168.1.115 | destination.port=5601 | event.outcome=unknown | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 10:27:25.039",authentication,ssh_login,203.0.113.99,30823,172.16.5.56,9200,m.rahman,local/logstash:latest,ssh login | source.ip=203.0.113.99 | destination.ip=172.16.5.56 | destination.port=9200 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 10:44:37.159",database,db_login,192.0.2.106,52161,10.10.12.223,3389,admin,docker.elastic.co/kibana/kibana:8.12.0,db login | source.ip=192.0.2.106 | destination.ip=10.10.12.223 | destination.port=3389 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 10:52:20.054",database,large_export,192.0.2.178,46715,10.10.20.28,5601,elastic,local/logstash:latest,large export | source.ip=192.0.2.178 | destination.ip=10.10.20.28 | destination.port=5601 | event.outcome=unknown | user.name=elastic,,,,,,
"Mar 5, 2025 @ 11:20:08.800",network,port_scan_detected,203.0.113.171,16743,10.10.12.42,80,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,port scan detected | source.ip=203.0.113.171 | destination.ip=10.10.12.42 | destination.port=80 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 11:22:28.139",network,connection_denied,203.0.113.47,47424,172.16.5.5,5432,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection denied | source.ip=203.0.113.47 | destination.ip=172.16.5.5 | destination.port=5432 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 11:31:41.842",authentication,user_logout,192.168.1.20,18361,10.10.20.238,3389,svc-backup,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,user logout | source.ip=192.168.1.20 | destination.ip=10.10.20.238 | destination.port=3389 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 11:34:23.086",database,db_error,10.10.20.173,44963,10.10.12.167,9300,m.rahman,local/logstash:latest,db error | source.ip=10.10.20.173 | destination.ip=10.10.12.167 | destination.port=9300 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 11:39:47.264",web,sql_injection_pattern,203.0.113.188,27451,172.16.5.197,9200,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sql injection pattern | source.ip=203.0.113.188 | destination.ip=172.16.5.197 | destination.port=9200 | event.outcome=success | url.path=/api/users,,,,,,
"Mar 5, 2025 @ 11:40:40.152",process,shell_command,10.10.20.107,5018,172.16.5.72,5432,kibana_system,local/postgres:latest,shell command | source.ip=10.10.20.107 | destination.ip=172.16.5.72 | destination.port=5432 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 11:49:36.388",process,file_write,198.51.100.196,28720,10.10.20.180,9200,j.smith,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=198.51.100.196 | destination.ip=10.10.20.180 | destination.port=9200 | event.outcome=unknown | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 11:50:44.077",web,directory_traversal_pattern,192.0.2.163,14767,10.10.20.53,3306,,local/auth-service:latest,directory traversal pattern | source.ip=192.0.2.163 | destination.ip=10.10.20.53 | destination.port=3306 | event.outcome=unknown | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 11:52:25.402",authentication,failed_login,10.10.12.175,54769,172.16.5.68,80,admin,local/nginx:latest,failed login | source.ip=10.10.12.175 | destination.ip=172.16.5.68 | destination.port=80 | event.outcome=failure | user.name=admin,,,,,,
"Mar 5, 2025 @ 11:56:08.848",network,connection_attempt,10.10.12.131,17260,10.10.20.12,5044,,local/logstash:latest,connection attempt | source.ip=10.10.12.131 | destination.ip=10.10.20.12 | destination.port=5044 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 11:58:46.884",authentication,sudo_attempt,10.10.20.95,63209,192.168.1.19,3389,m.rahman,local/auth-service:latest,sudo attempt | source.ip=10.10.20.95 | destination.ip=192.168.1.19 | destination.port=3389 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 12:00:39.813",network,connection_accepted,198.51.100.74,44745,192.168.1.136,5601,,local/nginx:latest,connection accepted | source.ip=198.51.100.74 | destination.ip=192.168.1.136 | destination.port=5601 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 12:07:38.008",network,port_scan_detected,192.0.2.91,36332,172.16.5.154,80,,local/logstash:latest,port scan detected | source.ip=192.0.2.91 | destination.ip=172.16.5.154 | destination.port=80 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 12:19:23.778",database,db_error,203.0.113.245,24792,10.10.20.220,53,m.rahman,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db error | source.ip=203.0.113.245 | destination.ip=10.10.20.220 | destination.port=53 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 12:25:02.458",network,connection_accepted,192.168.1.40,43189,10.10.12.4,80,,docker.elastic.co/kibana/kibana:8.12.0,connection accepted | source.ip=192.168.1.40 | destination.ip=10.10.12.4 | destination.port=80 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 12:30:08.250",web,sql_injection_pattern,192.0.2.52,30437,10.10.20.77,80,,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=192.0.2.52 | destination.ip=10.10.20.77 | destination.port=80 | event.outcome=unknown | url.path=/api/users,,,,,,
"Mar 5, 2025 @ 12:55:59.636",process,file_write,10.10.12.105,62387,172.16.5.179,9200,root,local/logstash:latest,file write | source.ip=10.10.12.105 | destination.ip=172.16.5.179 | destination.port=9200 | event.outcome=unknown | user.name=root,,,,,,
"Mar 5, 2025 @ 13:00:34.420",authentication,failed_login,192.168.1.203,41294,10.10.12.35,9300,guest,local/nginx:latest,failed login | source.ip=192.168.1.203 | destination.ip=10.10.12.35 | destination.port=9300 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 13:01:36.536",network,connection_accepted,192.0.2.178,22276,10.10.20.177,22,,local/logstash:latest,connection accepted | source.ip=192.0.2.178 | destination.ip=10.10.20.177 | destination.port=22 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 13:01:48.340",process,process_ended,10.10.20.153,44194,10.10.20.45,3306,m.rahman,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,process ended | source.ip=10.10.20.153 | destination.ip=10.10.20.45 | destination.port=3306 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 13:08:05.599",authentication,ssh_login,198.51.100.3,43811,10.10.20.106,5044,root,local/logstash:latest,ssh login | source.ip=198.51.100.3 | destination.ip=10.10.20.106 | destination.port=5044 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 13:11:19.475",authentication,failed_login,192.0.2.230,28675,10.10.12.153,22,admin,docker.elastic.co/kibana/kibana:8.12.0,failed login | source.ip=192.0.2.230 | destination.ip=10.10.12.153 | destination.port=22 | event.outcome=failure | user.name=admin,,,,,,
"Mar 5, 2025 @ 13:13:17.622",web,directory_traversal_pattern,198.51.100.14,30142,10.10.12.108,9300,,local/nginx:latest,directory traversal pattern | source.ip=198.51.100.14 | destination.ip=10.10.12.108 | destination.port=9300 | event.outcome=unknown | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 13:15:46.150",process,process_ended,10.10.12.129,63719,172.16.5.166,5601,root,local/auth-service:latest,process ended | source.ip=10.10.12.129 | destination.ip=172.16.5.166 | destination.port=5601 | event.outcome=failure | user.name=root,,,,,,
"Mar 5, 2025 @ 13:24:36.668",network,connection_attempt,10.10.12.20,18404,10.10.20.131,80,,docker.elastic.co/kibana/kibana:8.12.0,connection attempt | source.ip=10.10.12.20 | destination.ip=10.10.20.131 | destination.port=80 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 13:25:28.421",database,db_query,10.10.12.235,58842,10.10.20.108,80,admin,local/nginx:latest,db query | source.ip=10.10.12.235 | destination.ip=10.10.20.108 | destination.port=80 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 13:29:15.513",database,db_login,172.16.5.114,46157,10.10.12.121,5601,guest,local/postgres:latest,db login | source.ip=172.16.5.114 | destination.ip=10.10.12.121 | destination.port=5601 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 13:42:22.529",process,file_write,198.51.100.106,19473,172.16.5.171,5601,svc-backup,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,file write | source.ip=198.51.100.106 | destination.ip=172.16.5.171 | destination.port=5601 | event.outcome=success | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 13:44:53.354",authentication,ssh_login,192.0.2.103,22556,10.10.12.220,3389,guest,local/auth-service:latest,ssh login | source.ip=192.0.2.103 | destination.ip=10.10.12.220 | destination.port=3389 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 13:49:08.854",authentication,user_login,172.16.5.148,29146,10.10.20.208,5432,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,user login | source.ip=172.16.5.148 | destination.ip=10.10.20.208 | destination.port=5432 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 13:53:52.894",network,connection_attempt,192.168.1.177,47711,10.10.12.127,5044,,local/logstash:latest,connection attempt | source.ip=192.168.1.177 | destination.ip=10.10.12.127 | destination.port=5044 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 09:00:14.233",network,xxxxxxxxxxxxx,10.10.12.45,45937,146.19.216.120,443,vpn-user01,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx
"Mar 5, 2025 @ 09:07:11.764",network,xxxxxxxxxxxxx,10.10.20.88,63275,146.19.216.125,443,admin,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx
"Mar 5, 2025 @ 09:14:56.775",network,xxxxxxxxxxxxx,172.16.5.43,45906,179.43.172.213,443,svc-vpn,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx,xxxxxxxxxxxxx
