event_id,timestamp_utc,host,user,process_name,event_type,ioc_type,hash_type,ioc_value,file_name,file_path,action,severity,detection_rule,source_ip,destination_ip,label,notes
evt-file-hashes-000001,2025-03-01T02:45:23.352000+00:00,ENG-LAB-021,user043,wscript.exe,file_created,File Hash,SHA256,c0345690d8b7f91350d2ae04d0fc28b48d4d21f1cc3f52acd77746e656b320c2,macro_template.dotm,C:\Program Files\Common Files,blocked,low,IOC-HASH-476,10.1.91.237,203.0.113.251,benign,Synthetic training data; not a real indicator
evt-file-hashes-000160,2025-03-06T17:45:59.158000+00:00,ENG-LAB-050,user099,outlook.exe,file_quarantined,File Hash,SHA256,c1e3eab8956ba950c9bdad5754f0556c92f87379673b181f402b0d0129d5ee42,helper.ps1,C:\Windows\Temp,allowed,low,IOC-HASH-809,10.1.210.117,203.0.113.203,benign,Synthetic training data; not a real indicator
evt-file-hashes-000161,2025-03-06T18:14:36.429000+00:00,ENG-LAB-045,user016,svchost.exe,process_file_write,File Hash,SHA1,c42be9b4dbb38138ca33e8dc7a8c01f6472c85cb,payload.dll,C:\ProgramData,allowed,low,IOC-HASH-831,10.3.16.144,198.51.100.15,benign,Synthetic training data; not a real indicator
evt-file-hashes-000162,2025-03-06T18:35:12.777000+00:00,ENG-LAB-057,user008,wscript.exe,file_quarantined,File Hash,SHA256,28d843acf111db9c3db35901cb8ca9e3db7bd8c27aecdfe714b3d771bcec187f,macro_template.dotm,C:\Users\user\AppData\Local\Temp,quarantined,medium,IOC-HASH-616,10.3.95.224,203.0.113.86,benign,Synthetic training data; not a real indicator
evt-file-hashes-000163,2025-03-06T18:47:39.672000+00:00,ENG-LAB-005,user059,regsvr32.exe,file_modified,File Hash,MD5,5f7ee0518e5fb74dde6900bda2942195,invoice.docm,C:\Program Files\Common Files,logged,low,IOC-HASH-939,10.1.197.123,203.0.113.26,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000164,2025-03-06T20:31:43.402000+00:00,ENG-LAB-042,user070,explorer.exe,file_quarantined,File Hash,MD5,00827f32acfd503e05519b2c959bd22c,update.exe,C:\Program Files\Common Files,allowed,critical,IOC-HASH-356,10.1.115.112,203.0.113.111,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000165,2025-03-06T20:51:01.931000+00:00,ENG-LAB-030,user043,cmd.exe,file_scanned,File Hash,SHA256,f82dcc22083e19c5301d9c8b4874a46d61aab33439d3b728199d886f4359782d,invoice.docm,C:\Windows\Temp,logged,high,IOC-HASH-219,10.0.193.27,203.0.113.167,benign,Synthetic training data; not a real indicator
evt-file-hashes-000166,2025-03-06T22:36:58.270000+00:00,ENG-LAB-049,user084,chrome.exe,file_scanned,File Hash,SHA256,093ea6dd4a74a9f9c4ba1946ff74b16df229a0789c2c140b13da71a166668c3a,document.pdf,C:\Users\Public\Downloads,quarantined,low,IOC-HASH-628,10.0.112.143,198.51.100.89,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000167,2025-03-06T23:45:26.480000+00:00,ENG-LAB-047,user078,svchost.exe,process_file_write,File Hash,SHA256,613e00b0c4d13ae3b3d0ca04b76905b4e22cdd9fce4563aa0fe52620893809d7,archive.zip,C:\Users\user\AppData\Local\Temp,alerted,high,IOC-HASH-706,10.1.47.49,203.0.113.145,benign,Synthetic training data; not a real indicator
evt-file-hashes-000168,2025-03-07T00:09:11.147000+00:00,ENG-LAB-059,user084,wscript.exe,process_file_write,File Hash,MD5,dbed9f2dc77941c1b6605abdfbef0cd0,payload.dll,C:\Program Files\Common Files,allowed,low,IOC-HASH-131,10.2.129.205,203.0.113.42,benign,Synthetic training data; not a real indicator
evt-file-hashes-000169,2025-03-07T00:13:06.897000+00:00,ENG-LAB-031,user039,explorer.exe,file_modified,File Hash,MD5,05d7f2b293db1dcf0d4f1ccb1cb8bf75,helper.ps1,C:\Users\user\AppData\Local\Temp,allowed,low,IOC-HASH-528,10.2.252.241,198.51.100.68,benign,Synthetic training data; not a real indicator
evt-file-hashes-000170,2025-03-07T00:49:30.682000+00:00,ENG-LAB-019,user076,outlook.exe,process_file_write,File Hash,SHA256,5d3e6a457bebf9b2a300185b9ca6470402778faaf9d962fe8537c2728766079f,invoice.docm,C:\Users\Public\Documents,blocked,low,IOC-HASH-517,10.1.167.9,203.0.113.196,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000171,2025-03-07T01:57:21.738000+00:00,ENG-LAB-047,user072,rundll32.exe,file_created,File Hash,SHA256,9e88c8d3109219d261d5151be35d027ea059fc3af433313486b156e3aa45087b,invoice.docm,C:\Users\user\AppData\Local\Temp,quarantined,high,IOC-HASH-173,10.2.120.154,203.0.113.46,benign,Synthetic training data; not a real indicator
evt-file-hashes-000172,2025-03-07T04:59:02.717000+00:00,ENG-LAB-033,user066,msedge.exe,file_created,File Hash,SHA256,bf1667c8de250d42502910a328d93d107729cd121dcd2c77d06e6fc0d82f59af,archive.zip,C:\Program Files\Common Files,logged,low,IOC-HASH-121,10.2.235.204,198.51.100.62,benign,Synthetic training data; not a real indicator
evt-file-hashes-000173,2025-03-07T06:32:22.225000+00:00,ENG-LAB-013,user012,regsvr32.exe,file_quarantined,File Hash,SHA1,2a9a87ef070a317f3278a8ea26f55aaa7c54bdd7,macro_template.dotm,C:\Program Files\Common Files,logged,critical,IOC-HASH-337,10.2.221.11,198.51.100.40,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000174,2025-03-07T07:34:06.850000+00:00,ENG-LAB-007,user015,powershell.exe,process_file_write,File Hash,SHA256,a427735ea8c7248510c90f772a0213dbe06165f777a1cd4bd1cb001b422f1505,macro_template.dotm,C:\ProgramData,logged,low,IOC-HASH-519,10.0.21.72,203.0.113.5,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000175,2025-03-07T07:37:14.802000+00:00,ENG-LAB-053,user085,winword.exe,file_quarantined,File Hash,SHA256,f1885de6383dffbf5d3dc79400bd94a6f41ea33c420834e143f1915f3ff38a70,agent.bin,C:\Users\user\Downloads,allowed,critical,IOC-HASH-509,10.2.17.148,203.0.113.77,benign,Synthetic training data; not a real indicator
evt-file-hashes-000176,2025-03-07T08:18:52.079000+00:00,ENG-LAB-004,user015,regsvr32.exe,file_quarantined,File Hash,MD5,df5d4cdaa7f1e32b28c3955a6571e202,update.exe,C:\Users\user\Downloads,quarantined,critical,IOC-HASH-824,10.0.169.56,198.51.100.128,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000177,2025-03-07T08:23:36.616000+00:00,ENG-LAB-005,user074,cscript.exe,file_created,File Hash,SHA1,30d86670da5ed65f5bb80b0cc3ceb79d11396dbe,agent.bin,C:\ProgramData,alerted,high,IOC-HASH-396,10.3.112.218,198.51.100.105,benign,Synthetic training data; not a real indicator
evt-file-hashes-000178,2025-03-07T08:46:34.248000+00:00,ENG-LAB-001,user042,python.exe,file_quarantined,File Hash,SHA256,96611d75ac6d8f214bf3948b1d83556b31e8130b6116f2cf20855cc1a49d5121,agent.bin,C:\Users\user\Downloads,quarantined,high,IOC-HASH-563,10.1.189.212,203.0.113.194,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000179,2025-03-07T08:52:31.424000+00:00,ENG-LAB-058,user083,python.exe,process_file_write,File Hash,SHA256,6624476a6de16e5e914e76523dd639e56e8affbe66add4af171ce3aa38e8634f,update.exe,C:\Users\Public\Downloads,allowed,low,IOC-HASH-606,10.3.101.4,203.0.113.142,benign,Synthetic training data; not a real indicator
evt-file-hashes-000180,2025-03-07T11:14:09.053000+00:00,ENG-LAB-007,user085,winword.exe,file_modified,File Hash,SHA256,b44f9bf53b6faa05ef1af6bf73ac6edc164a321b05c0755cf9a639cec1e1795f,macro_template.dotm,C:\Program Files\Common Files,quarantined,low,IOC-HASH-829,10.2.3.173,203.0.113.26,benign,Synthetic training data; not a real indicator
evt-file-hashes-000181,2025-03-07T12:18:19.103000+00:00,ENG-LAB-048,user038,cmd.exe,process_file_write,File Hash,MD5,a04a526f8c03632c1e26000a8af41cdf,invoice.docm,C:\Program Files\Common Files,allowed,medium,IOC-HASH-910,10.3.135.245,203.0.113.77,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000182,2025-03-07T12:38:09.169000+00:00,ENG-LAB-019,user031,python.exe,file_created,File Hash,MD5,f14ac313d6dd5fb9d7047faf7306b4a1,document.pdf,C:\Program Files\Common Files,allowed,medium,IOC-HASH-874,10.2.27.115,198.51.100.232,benign,Synthetic training data; not a real indicator
evt-file-hashes-000183,2025-03-07T12:43:59.116000+00:00,ENG-LAB-022,user009,explorer.exe,file_created,File Hash,SHA256,d5b912a65ba87781991890a08ded97ae7c272b0781840b0898a4232a07133f8a,macro_template.dotm,C:\ProgramData,quarantined,low,IOC-HASH-240,10.3.73.112,203.0.113.96,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000184,2025-03-07T16:27:06.451000+00:00,ENG-LAB-037,user064,chrome.exe,file_quarantined,File Hash,SHA256,fd2aeefa2e0336dc6de81a3fe44d1902110683780774b24157fb9fffdbda0f61,macro_template.dotm,C:\Users\Public\Downloads,allowed,medium,IOC-HASH-253,10.3.251.211,198.51.100.234,benign,Synthetic training data; not a real indicator
evt-file-hashes-000185,2025-03-07T17:43:28.018000+00:00,ENG-LAB-054,user082,msedge.exe,file_modified,File Hash,SHA256,afc9128cd7839c943d0e14022df3d21b684f1158c463ef4e53de6260f6614900,document.pdf,C:\ProgramData,allowed,low,IOC-HASH-362,10.0.15.122,198.51.100.58,benign,Synthetic training data; not a real indicator
evt-file-hashes-000186,2025-03-07T18:59:13.229000+00:00,ENG-LAB-048,user055,cscript.exe,file_created,File Hash,MD5,7e2a421dac1ef75ffa5c8ebf3e77a260,agent.bin,C:\Users\Public\Documents,blocked,medium,IOC-HASH-592,10.3.169.183,203.0.113.109,benign,Synthetic training data; not a real indicator
evt-file-hashes-000187,2025-03-07T19:45:45.683000+00:00,ENG-LAB-043,user090,explorer.exe,file_scanned,File Hash,SHA1,eab92b21dfe9413d2b9c879af131427d6a99cbf0,agent.bin,C:\Windows\Temp,alerted,low,IOC-HASH-661,10.0.30.22,203.0.113.109,benign,Synthetic training data; not a real indicator
evt-file-hashes-000188,2025-03-07T20:01:45.673000+00:00,ENG-LAB-019,user092,svchost.exe,file_quarantined,File Hash,SHA1,b69cf4c02af561fa6b090221d9a860cefea6a745,invoice.docm,C:\Users\user\Downloads,logged,high,IOC-HASH-180,10.1.130.123,198.51.100.91,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000189,2025-03-07T20:46:27.797000+00:00,ENG-LAB-020,user097,winword.exe,file_scanned,File Hash,SHA256,d545aa0a5ab3c4d27f17f78d948c41690987e632458635ead3475c1f26a5f7fa,helper.ps1,C:\ProgramData,allowed,low,IOC-HASH-136,10.1.225.166,198.51.100.135,benign,Synthetic training data; not a real indicator
evt-file-hashes-000190,2025-03-07T22:04:49.043000+00:00,ENG-LAB-026,user002,cmd.exe,file_created,File Hash,SHA256,45c6eab9fb1a5240027ef8ae8cf14649e4fe456bbc13a0e3e26129fbe3f326f7,invoice.docm,C:\Program Files\Common Files,blocked,high,IOC-HASH-751,10.1.93.162,198.51.100.151,benign,Synthetic training data; not a real indicator
evt-file-hashes-000191,2025-03-07T23:31:52.465000+00:00,ENG-LAB-024,user016,python.exe,file_scanned,File Hash,MD5,b375081d017db71d008be5b3a908e684,agent.bin,C:\Program Files\Common Files,allowed,medium,IOC-HASH-871,10.2.92.149,203.0.113.191,benign,Synthetic training data; not a real indicator
evt-file-hashes-000192,2025-03-08T00:21:46.937000+00:00,ENG-LAB-045,user043,outlook.exe,file_modified,File Hash,SHA256,6e1852b9cbbcac7050692e2238b38a0d6f5063179fda8a3922bf0397a6ccf204,setup.tmp,C:\Program Files\Common Files,alerted,high,IOC-HASH-798,10.3.126.203,198.51.100.10,benign,Synthetic training data; not a real indicator
evt-file-hashes-000193,2025-03-08T01:37:43.956000+00:00,ENG-LAB-032,user011,msedge.exe,file_quarantined,File Hash,SHA1,c2512c76e6e5312a4906490bcadf25701520ef1a,macro_template.dotm,C:\Users\Public\Downloads,logged,medium,IOC-HASH-665,10.2.120.154,203.0.113.199,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000194,2025-03-08T02:10:18.970000+00:00,ENG-LAB-013,user003,outlook.exe,file_quarantined,File Hash,SHA256,1120196dea13b7a981bb2c4e60dcfd58fe1de455fcfcf1319a61b5aff9767c5e,macro_template.dotm,C:\Users\Public\Downloads,blocked,low,IOC-HASH-239,10.0.160.233,203.0.113.86,benign,Synthetic training data; not a real indicator
evt-file-hashes-000195,2025-03-08T02:44:15.372000+00:00,ENG-LAB-041,user026,python.exe,file_created,File Hash,SHA256,0f2eaa1293a46bba2f55ef4d99f74b4f68ed87cb476787b759ba9b11010db300,helper.ps1,C:\Windows\Temp,blocked,high,IOC-HASH-243,10.0.209.122,203.0.113.16,benign,Synthetic training data; not a real indicator
evt-file-hashes-000196,2025-03-08T02:55:13.535000+00:00,ENG-LAB-021,user097,rundll32.exe,file_scanned,File Hash,MD5,ee9b3d7f58b6787ca75691bb1747cc19,payload.dll,C:\Windows\Temp,allowed,medium,IOC-HASH-325,10.2.232.81,198.51.100.50,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000197,2025-03-08T05:58:35.097000+00:00,ENG-LAB-046,user006,rundll32.exe,file_scanned,File Hash,SHA256,eac25eb556919e90b873457cf4a76e131e20995412c4a7dbb85731af2c9ddca2,macro_template.dotm,C:\Users\user\AppData\Local\Temp,logged,critical,IOC-HASH-324,10.1.96.170,203.0.113.217,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000198,2025-03-08T06:24:21.827000+00:00,ENG-LAB-007,user055,msedge.exe,process_file_write,File Hash,MD5,14da01e66de2448433fe0178b9844e32,archive.zip,C:\Users\Public\Documents,allowed,low,IOC-HASH-796,10.2.233.5,203.0.113.66,benign,Synthetic training data; not a real indicator
evt-file-hashes-000199,2025-03-08T10:45:56.927000+00:00,ENG-LAB-018,user062,winword.exe,file_modified,File Hash,SHA256,9bb12e8de8f8af7ef03ff6ee8c4a3e9763ff26e77a0d0937debc219f8e9477ac,payload.dll,C:\ProgramData,alerted,low,IOC-HASH-625,10.2.17.148,198.51.100.166,benign,Synthetic training data; not a real indicator
evt-file-hashes-000200,2025-03-08T13:20:45.707000+00:00,ENG-LAB-030,user066,powershell.exe,file_quarantined,File Hash,MD5,1685c2943bc6746470b3e908f420b806,update.exe,C:\ProgramData,logged,low,IOC-HASH-544,10.2.146.117,198.51.100.25,benign,Synthetic training data; not a real indicator
evt-file-hashes-000201,2025-03-08T14:28:47.141000+00:00,ENG-LAB-049,user099,cmd.exe,process_file_write,File Hash,SHA256,26094edcb871f0d29250669883f5f0180fc4dbb3e52b826a45f36713ca2db422,payload.dll,C:\Users\user\AppData\Local\Temp,alerted,medium,IOC-HASH-334,10.3.23.218,203.0.113.143,benign,Synthetic training data; not a real indicator
evt-file-hashes-000202,2025-03-08T16:13:54.469000+00:00,ENG-LAB-002,user067,msedge.exe,process_file_write,File Hash,SHA256,2cdb796fd4af9c25b9e6ccd8c4673c4a3bb489d36330f76b12804e6675ef74ec,service.dat,C:\Users\user\AppData\Local\Temp,blocked,low,IOC-HASH-107,10.3.77.180,203.0.113.141,benign,Synthetic training data; not a real indicator
evt-file-hashes-000203,2025-03-08T16:23:30.575000+00:00,ENG-LAB-057,user044,cmd.exe,file_created,File Hash,MD5,0aead524e1f1999ac3bd2e7f63f25147,payload.dll,C:\Program Files\Common Files,quarantined,medium,IOC-HASH-307,10.1.198.131,198.51.100.82,benign,Synthetic training data; not a real indicator
evt-file-hashes-000204,2025-03-08T16:29:33.811000+00:00,ENG-LAB-008,user040,wscript.exe,process_file_write,File Hash,SHA256,98a077c621c5b35f5f0bef4bb088312cf453be033c72d4e2a541139af3a26d2b,service.dat,C:\Program Files\Common Files,blocked,high,IOC-HASH-836,10.2.129.205,198.51.100.230,benign,Synthetic training data; not a real indicator
evt-file-hashes-000205,2025-03-08T17:14:27.704000+00:00,ENG-LAB-056,user099,winword.exe,file_modified,File Hash,MD5,42fc648b5ab3ad7a5f7aeba73896da4d,payload.dll,C:\Users\Public\Documents,blocked,low,IOC-HASH-844,10.2.157.2,198.51.100.87,benign,Synthetic training data; not a real indicator
evt-file-hashes-000206,2025-03-08T17:47:43.615000+00:00,ENG-LAB-017,user050,python.exe,file_quarantined,File Hash,SHA256,f389942b747a3d99afdecd02cca94cbfa79e812f215cfb5be5006280743dee8b,payload.dll,C:\ProgramData,quarantined,medium,IOC-HASH-369,10.0.125.157,198.51.100.204,benign,Synthetic training data; not a real indicator
evt-file-hashes-000207,2025-03-08T17:58:09.434000+00:00,ENG-LAB-046,user060,python.exe,file_modified,File Hash,SHA256,2148cda6518a3d1b4e8ebfa2696423b60696ecd54381ee3a522da7531675a5dc,invoice.docm,C:\Windows\Temp,blocked,low,IOC-HASH-776,10.1.140.104,203.0.113.145,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000208,2025-03-08T20:50:36.754000+00:00,ENG-LAB-039,user089,regsvr32.exe,process_file_write,File Hash,MD5,160da3b9333a000c47d855c9c3c7c3b5,document.pdf,C:\Users\Public\Documents,alerted,low,IOC-HASH-376,10.1.210.117,198.51.100.226,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000209,2025-03-08T20:53:41.793000+00:00,ENG-LAB-046,user020,python.exe,file_quarantined,File Hash,SHA256,e232424b35e32f590c7fc9f7d112dc8dc9882b25365bed065b0dd731bb803732,document.pdf,C:\Users\user\AppData\Local\Temp,logged,low,IOC-HASH-138,10.1.168.106,203.0.113.15,benign,Synthetic training data; not a real indicator
evt-file-hashes-000210,2025-03-08T21:34:59.922000+00:00,ENG-LAB-012,user056,wscript.exe,process_file_write,File Hash,SHA256,1780ccee7d40c8ceecbcd12977dd76e6a3e792d700580acc1b35af8b971d9f04,setup.tmp,C:\Users\user\AppData\Local\Temp,allowed,low,IOC-HASH-801,10.2.229.24,198.51.100.74,benign,Synthetic training data; not a real indicator
evt-file-hashes-000211,2025-03-09T00:23:46.979000+00:00,ENG-LAB-029,user007,outlook.exe,file_modified,File Hash,SHA256,8641fe65fe06d5a089449f1f28facb7a47825d53f7c63000cdb7fd955dced917,service.dat,C:\Users\user\Downloads,blocked,high,IOC-HASH-260,10.0.193.27,203.0.113.47,benign,Synthetic training data; not a real indicator
evt-file-hashes-000212,2025-03-09T03:03:20.825000+00:00,ENG-LAB-041,user021,python.exe,process_file_write,File Hash,SHA256,5982765cc91f8c2b34c42cf18736397c28e14975fd2f50fb847f08688a4448e9,update.exe,C:\Users\user\AppData\Local\Temp,logged,low,IOC-HASH-840,10.1.34.66,203.0.113.73,benign,Synthetic training data; not a real indicator
evt-file-hashes-000213,2025-03-09T03:13:37.929000+00:00,ENG-LAB-021,user093,msedge.exe,file_modified,File Hash,MD5,a82ec66e1cd302ac7912fce366fc740d,document.pdf,C:\Users\user\AppData\Local\Temp,allowed,low,IOC-HASH-144,10.3.147.128,198.51.100.205,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000214,2025-03-09T03:22:46.577000+00:00,ENG-LAB-007,user072,svchost.exe,file_quarantined,File Hash,SHA1,51b4b61d6f2b78eb79c552033b4511af3c9e9bdf,agent.bin,C:\Windows\Temp,quarantined,medium,IOC-HASH-945,10.2.233.5,203.0.113.235,benign,Synthetic training data; not a real indicator
evt-file-hashes-000215,2025-03-09T03:43:52.117000+00:00,ENG-LAB-032,user095,cscript.exe,process_file_write,File Hash,SHA256,a93bc7deb5a719d6e957d6ab7f963f10967147dd325f0380b4dc7ea7c9178141,helper.ps1,C:\Windows\Temp,logged,medium,IOC-HASH-969,10.2.57.154,203.0.113.22,benign,Synthetic training data; not a real indicator
evt-file-hashes-000216,2025-03-09T05:01:06.570000+00:00,ENG-LAB-047,user012,msedge.exe,process_file_write,File Hash,SHA256,48c68f51a3c29694cd3018cea1424a844bbf97c33fb2793e823e1c797598fa96,setup.tmp,C:\Users\Public\Documents,logged,low,IOC-HASH-767,10.3.78.36,203.0.113.213,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000217,2025-03-09T06:57:48.749000+00:00,ENG-LAB-038,user077,svchost.exe,file_scanned,File Hash,SHA1,f3ce093acd0f0ae3d793b91ec2f045f9e8a98b0f,invoice.docm,C:\Users\user\Downloads,allowed,low,IOC-HASH-870,10.2.38.254,203.0.113.56,benign,Synthetic training data; not a real indicator
evt-file-hashes-000218,2025-03-09T07:05:27.666000+00:00,ENG-LAB-023,user050,powershell.exe,file_scanned,File Hash,SHA256,cf632d3da516199a2a5c3d7fd3dbd2d0dcda45837e7536b2305f18e983aa485d,document.pdf,C:\ProgramData,allowed,high,IOC-HASH-164,10.0.71.34,198.51.100.37,benign,Synthetic training data; not a real indicator
evt-file-hashes-000219,2025-03-09T08:14:35.069000+00:00,ENG-LAB-050,user076,powershell.exe,file_created,File Hash,MD5,f31defcdd1650336f4e3ed6e420ed417,service.dat,C:\ProgramData,allowed,low,IOC-HASH-715,10.2.221.11,198.51.100.45,benign,Synthetic training data; not a real indicator
evt-file-hashes-000220,2025-03-09T09:45:14.159000+00:00,ENG-LAB-045,user062,powershell.exe,file_scanned,File Hash,SHA256,36f6ad243c5a669dbb378d189d91490824449c20e727c19a9b3a7a9919c2aecb,archive.zip,C:\Users\Public\Downloads,logged,medium,IOC-HASH-209,10.2.252.35,203.0.113.97,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000221,2025-03-09T09:50:02.331000+00:00,ENG-LAB-048,user001,chrome.exe,file_created,File Hash,MD5,e2c03a1ce827f9ed722e0fc36393bc17,setup.tmp,C:\ProgramData,logged,low,IOC-HASH-513,10.3.35.114,198.51.100.194,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000222,2025-03-09T12:09:33.635000+00:00,ENG-LAB-059,user027,regsvr32.exe,file_created,File Hash,SHA1,4872be664fb5679edac0c9e487a4aaf7eea423d7,update.exe,C:\Program Files\Common Files,logged,medium,IOC-HASH-123,10.0.48.214,198.51.100.152,benign,Synthetic training data; not a real indicator
evt-file-hashes-000223,2025-03-09T12:12:09.084000+00:00,ENG-LAB-026,user031,wscript.exe,file_modified,File Hash,SHA256,cbf5411cfb29bab25918f4789a3920f825a34012a0901f95a741d51e23230911,setup.tmp,C:\Users\user\AppData\Local\Temp,logged,medium,IOC-HASH-694,10.1.168.106,198.51.100.96,benign,Synthetic training data; not a real indicator
evt-file-hashes-000224,2025-03-09T12:46:20.814000+00:00,ENG-LAB-058,user084,explorer.exe,file_modified,File Hash,MD5,58aca27ac63bd5559e6c937a72cba9f0,helper.ps1,C:\Users\Public\Documents,alerted,low,IOC-HASH-452,10.1.168.106,198.51.100.130,benign,Synthetic training data; not a real indicator
evt-file-hashes-000225,2025-03-09T12:58:19.720000+00:00,ENG-LAB-050,user024,wscript.exe,process_file_write,File Hash,MD5,be8c197421df56bd7467d63d9870f54b,agent.bin,C:\Users\user\AppData\Local\Temp,logged,medium,IOC-HASH-243,10.2.13.40,198.51.100.250,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000226,2025-03-09T13:12:09.358000+00:00,ENG-LAB-013,user005,rundll32.exe,file_created,File Hash,SHA256,b295f02e34bdcf2e50ed6ceda9f6f0e8bb1a5273c384640a6043504941184517,setup.tmp,C:\Users\Public\Downloads,alerted,low,IOC-HASH-297,10.0.112.143,203.0.113.238,benign,Synthetic training data; not a real indicator
evt-file-hashes-000227,2025-03-09T13:45:10.618000+00:00,ENG-LAB-058,user045,winword.exe,file_modified,File Hash,SHA256,77de0502bcb7d7c6d3fb225b515adb325dac6a574fa9ac60a1e5be611d5690ae,invoice.docm,C:\ProgramData,quarantined,medium,IOC-HASH-941,10.1.222.30,198.51.100.188,benign,Synthetic training data; not a real indicator
evt-file-hashes-000228,2025-03-09T13:54:59.831000+00:00,ENG-LAB-035,user057,powershell.exe,file_created,File Hash,SHA256,c911d9b74b1372d992e9963f30ee82949118b2db210708a26e0a3890fd713b0e,update.exe,C:\ProgramData,logged,medium,IOC-HASH-902,10.2.84.15,198.51.100.161,benign,Synthetic training data; not a real indicator
evt-file-hashes-000229,2025-03-09T15:04:52.297000+00:00,ENG-LAB-012,user035,winword.exe,file_scanned,File Hash,MD5,bbf2f0e518d66db4fcf402323e429a42,archive.zip,C:\Users\user\AppData\Local\Temp,blocked,high,IOC-HASH-700,10.1.57.20,203.0.113.211,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000230,2025-03-09T15:09:17.544000+00:00,ENG-LAB-004,user052,python.exe,file_quarantined,File Hash,SHA256,f1664e3bafd97fc411cf91a85bd8c605c18e93c9f19bb054021b4b8c4600a620,payload.dll,C:\ProgramData,logged,high,IOC-HASH-473,10.1.65.187,203.0.113.175,benign,Synthetic training data; not a real indicator
evt-file-hashes-000231,2025-03-09T16:43:27.190000+00:00,ENG-LAB-053,user048,wscript.exe,file_modified,File Hash,SHA1,dea91466e8e7dc6c5b77fc8fcc9c7d2650bb58f4,helper.ps1,C:\Users\Public\Documents,alerted,medium,IOC-HASH-444,10.2.54.107,203.0.113.224,suspicious,Synthetic training data; not a real indicator
evt-file-hashes-000232,2025-03-09T17:30:34.260000+00:00,ENG-LAB-018,user035,chrome.exe,file_modified,File Hash,SHA256,1605a593bcb5c2b317296e5e60e795ce52063313512f4fb9a99a78ccd75b4efd,invoice.docm,C:\Users\Public\Documents,allowed,medium,IOC-HASH-197,10.2.224.206,203.0.113.88,benign,Synthetic training data; not a real indicator
evt-file-hashes-000233,2025-03-09T17:33:53.531000+00:00,ENG-LAB-054,user017,rundll32.exe,file_created,File Hash,SHA256,d8d6647863fcbf99e11d7083f8bf19273d5e137ee63ac3367dc0e17119e4c220,archive.zip,C:\Users\user\Downloads,logged,medium,IOC-HASH-323,10.0.125.157,203.0.113.81,benign,Synthetic training data; not a real indicator
evt-file-hashes-000234,2025-03-09T18:15:23.562000+00:00,ENG-LAB-025,user027,chrome.exe,file_created,File Hash,SHA1,25fb4a675aa33016d77528e85768892b5e3e68d8,update.exe,C:\Users\Public\Downloads,logged,medium,IOC-HASH-905,10.2.3.173,203.0.113.81,benign,Synthetic training data; not a real indicator
evt-file-hashes-000235,2025-03-09T20:36:45.333000+00:00,ENG-LAB-038,user098,chrome.exe,process_file_write,File Hash,MD5,4abfe71e188f851514627e4ae8f84ad8,helper.ps1,C:\Program Files\Common Files,logged,medium,IOC-HASH-689,10.2.92.148,203.0.113.150,benign,Synthetic training data; not a real indicator
evt-file-hashes-000236,2025-03-09T20:48:36.883000+00:00,ENG-LAB-041,user073,cmd.exe,process_file_write,File Hash,SHA256,31399b11ae84ca0ed02489f517705c9aaa38019fc92de15a83f3784a38e03ff9,setup.tmp,C:\Users\user\AppData\Local\Temp,alerted,medium,IOC-HASH-159,10.0.169.56,198.51.100.124,benign,Synthetic training data; not a real indicator
evt-file-hashes-000237,2025-03-09T20:55:37.563000+00:00,ENG-LAB-047,user006,powershell.exe,file_quarantined,File Hash,SHA256,8ac83abf64670ddd421f4eed3920ff2f65ac9088da454b0c41936bedfe6111ee,setup.tmp,C:\Users\user\AppData\Local\Temp,quarantined,critical,IOC-HASH-869,10.1.194.32,203.0.113.65,malicious,Synthetic training data; not a real indicator
evt-file-hashes-000238,2025-03-10T00:36:19.589000+00:00,ENG-LAB-023,user079,explorer.exe,file_quarantined,File Hash,MD5,23250ffcdd6dc2a87acdc3f003b1fc8d,payload.dll,C:\Users\user\AppData\Local\Temp,quarantined,low,IOC-HASH-765,10.1.83.218,198.51.100.139,benign,Synthetic training data; not a real indicator
